update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
12,24576,1576.356634410751,17,0.42453125059604646,0.3817475313150133,0.0,0.971875011920929,38.22,24.20106609221999,2.0,64.0,1.8344573080539703,0.1806930284947157,-0.03720047906972468,0.025871479883790016,0.1078331729156822,0.42453125059604646,0.3817475313150133,0.0,0.971875011920929
13,26624,1704.683906133317,18,0.304329426959157,0.3553978064174197,0.0,0.9859374761581421,46.0625,22.446609107316558,1.0,64.0,1.8072881698608398,0.1793435923755169,0.01182935992255807,0.01785443560220301,0.06912695514415372,0.304329426959157,0.3553978064174197,0.0,0.9859374761581421
14,28672,1567.2208951727405,20,0.4068509644040695,0.3754922373044366,0.0,0.971875011920929,39.30769230769231,23.642805428305458,2.0,64.0,1.795780435204506,0.2000254988670349,-0.017674344300758094,0.02364189922809601,0.09112624392158712,0.4068509644040695,0.3754922373044366,0.0,0.971875011920929
15,30720,1714.7453637643398,21,0.38902925303641783,0.35401244025791234,0.0,0.9859374761581421,40.723404255319146,22.248788757525727,1.0,64.0,1.7785240858793259,0.21083948947489262,-0.002642258128616959,0.0191119194496423,0.08293551105664078,0.38902925303641783,0.35401244025791234,0.0,0.9859374761581421
16,32768,1591.440945326825,22,0.4950047374674768,0.3762609252142295,0.0,0.9859374761581421,33.86363636363637,24.127744851629718,1.0,64.0,1.688189297914505,0.23978161253035069,-0.0413067159242928,0.027946377405896783,0.1472332204882141,0.4950047374674768,0.3762609252142295,0.0,0.9859374761581421
17,34816,1691.0781447451857,23,0.4625578707566968,0.36643021218497324,0.0,0.971875011920929,36.111111111111114,23.471548313797147,2.0,64.0,1.7259078919887543,0.2491107229143381,-0.006972888950258493,0.023721557343378663,0.10811921653287425,0.4625578707566968,0.36643021218497324,0.0,0.971875011920929
18,36864,1536.0981508027112,25,0.5444762345770715,0.35380372658368237,0.0,0.9859374761581421,30.690140845070424,22.591031218814656,1.0,64.0,1.714401587843895,0.284752681851387,-0.058398140128701925,0.032831073738634586,0.1352207021018805,0.5444762345770715,0.35380372658368237,0.0,0.9859374761581421
19,38912,1367.548292334698,26,0.48975694593456054,0.32270709809249803,0.0,0.971875011920929,34.7037037037037,20.622380533662245,2.0,64.0,1.69009131193161,0.30279504135251045,-0.00648520776303485,0.021686133462935686,0.12345220890357422,0.48975694593456054,0.32270709809249803,0.0,0.971875011920929
20,40960,1454.125887971528,28,0.4424436463684332,0.395324310909469,0.0,0.9859374761581421,36.967213114754095,25.16826469923931,1.0,64.0,1.7346450835466385,0.25894475542008877,0.027570541948080063,0.02382295671850443,0.113113765179479,0.4424436463684332,0.395324310909469,0.0,0.9859374761581421
21,43008,1567.0725078477362,29,0.5125269396551724,0.3554333703352432,0.0,0.9859374761581421,32.94827586206897,22.86875779823305,1.0,64.0,1.7443898022174835,0.29174162819981575,-0.002759639610303566,0.02513790177181363,0.11017334136479315,0.5125269396551724,0.3554333703352432,0.0,0.9859374761581421
22,45056,1481.2392621406502,30,0.47126115885164055,0.36415322019699015,0.0,0.9859374761581421,35.82142857142857,23.683257454866073,1.0,64.0,1.7327675372362137,0.271689485758543,0.01618344141752459,0.01920602493919432,0.10032519858649572,0.47126115885164055,0.36415322019699015,0.0,0.9859374761581421
23,47104,1416.3259256230315,32,0.47597336158400677,0.3628370503612455,0.0,0.957812488079071,35.049180327868854,22.94857131844259,3.0,64.0,1.751203253865242,0.28898709267377853,-0.005604132253210992,0.025156770600005984,0.12770258908571971,0.47597336158400677,0.3628370503612455,0.0,0.957812488079071
24,49152,1461.178636146909,33,0.48810910749233377,0.36354434710011124,0.0,0.9859374761581421,34.59322033898305,23.503421059365454,1.0,64.0,1.7644390910863876,0.2924213111400604,0.010673534939996898,0.024096145760267973,0.10401737194832733,0.48810910749233377,0.36354434710011124,0.0,0.9859374761581421
25,51200,1506.7417281178741,35,0.4698622883376429,0.3781331043009004,0.0,0.9859374761581421,35.28813559322034,23.94347216332359,1.0,64.0,1.7601317465305328,0.2760061249136925,0.003051640698686242,0.028455700725317,0.12065019655140709,0.4698622883376429,0.3781331043009004,0.0,0.9859374761581421
26,53248,1438.5314662314308,36,0.5691406272132608,0.3512018561063599,0.0,0.9859374761581421,29.279411764705884,22.836275056968216,1.0,64.0,1.7183572500944138,0.3078860752284527,-0.02227535005658865,0.029163825092837214,0.10057642967450578,0.5691406272132608,0.3512018561063599,0.0,0.9859374761581421
27,55296,1629.5252092694323,37,0.4099158620318541,0.38091819990072934,0.0,0.9859374761581421,39.5,24.529025193086596,1.0,64.0,1.7415255159139633,0.27105507999658585,0.031101266387850046,0.02136853593401611,0.12443279425423398,0.4099158620318541,0.38091819990072934,0.0,0.9859374761581421
28,57344,1507.8777279146454,39,0.5359626994017632,0.3732816693308095,0.0,0.9859374761581421,31.048387096774192,23.79172221142555,1.0,64.0,1.739965945482254,0.28224143385887146,0.010467334184795618,0.024669836973771453,0.13073967632078928,0.5359626994017632,0.3732816693308095,0.0,0.9859374761581421
29,59392,1514.1939741319406,40,0.5281716431699582,0.36864296248743206,0.0,0.9859374761581421,31.64179104477612,23.52940459030462,1.0,64.0,1.7461074143648148,0.312821414321661,-0.02934801101218909,0.027220626128837466,0.14471664774401247,0.5281716431699582,0.36864296248743206,0.0,0.9859374761581421
30,61440,1500.5282619400773,41,0.48371292574931,0.36698817050912036,0.0,0.9859374761581421,34.42372881355932,23.120321525702916,1.0,64.0,1.7300208508968353,0.29523854702711105,0.025136901065707207,0.025279285153374076,0.13762049626950623,0.48371292574931,0.36698817050912036,0.0,0.9859374761581421
31,63488,1479.7220705930993,43,0.47778645902872086,0.3778370427052052,0.0,0.9859374761581421,34.88333333333333,24.079792127194306,1.0,64.0,1.7088168263435364,0.29448455944657326,0.022652541054412723,0.023487819358706474,0.1052326015736638,0.47778645902872086,0.3778370427052052,0.0,0.9859374761581421
32,65536,1489.284368619239,44,0.5624999995680823,0.3428109071461775,0.0,0.9859374761581421,29.565217391304348,21.890689080771352,1.0,64.0,1.6727297455072403,0.32866137847304344,-0.022204658947885036,0.029282141709700227,0.14705988229819192,0.5624999995680823,0.3428109071461775,0.0,0.9859374761581421
33,67584,1515.1923606912012,46,0.49871031514235903,0.36522472576333725,0.0,0.9859374761581421,33.84126984126984,23.579791151926166,1.0,64.0,1.6720238775014877,0.3061034604907036,0.010710546193877235,0.026820291997864842,0.12645495528718084,0.49871031514235903,0.36522472576333725,0.0,0.9859374761581421
34,69632,1458.1600107690774,47,0.6290097908083215,0.3465218202561874,0.0,0.9859374761581421,25.096385542168676,22.354544271496504,1.0,64.0,1.6234587877988815,0.34390266612172127,-0.017679164302535355,0.03441719198599458,0.14493276812365152,0.6290097908083215,0.3465218202561874,0.0,0.9859374761581421
35,71680,1595.9764351077358,48,0.618988715733091,0.30267012145088384,0.0,0.971875011920929,26.40277777777778,20.1698755864492,2.0,64.0,1.6173027604818344,0.37588993832468987,-0.012767933716531843,0.026613651774823666,0.13089344978234776,0.618988715733091,0.30267012145088384,0.0,0.971875011920929
36,73728,1547.9671814042133,50,0.6231174705976463,0.3311213723614037,0.0,0.971875011920929,25.686746987951807,21.503671701521775,2.0,64.0,1.5948897898197174,0.4073404110968113,-0.0100010777823627,0.02938323374837637,0.14036014982706355,0.6231174705976463,0.3311213723614037,0.0,0.971875011920929
37,75776,1582.545986207242,51,0.5303125014671912,0.36953914466662835,0.0,0.971875011920929,31.43076923076923,23.497933939142055,2.0,64.0,1.6237303167581558,0.33343610540032387,0.019301741500385106,0.028296822449192405,0.13027852340068496,0.5303125014671912,0.36953914466662835,0.0,0.971875011920929
38,77824,1485.6615433148872,52,0.5903609166262855,0.33428099330893707,0.0,0.9859374761581421,28.028169014084508,21.89023309830653,1.0,64.0,1.6112604439258575,0.34569066762924194,-0.017399633827153593,0.026787686394527555,0.13269691575578363,0.5903609166262855,0.33428099330893707,0.0,0.9859374761581421
39,79872,1544.1457540881524,54,0.64961805873447,0.3199039848827262,0.0,0.9859374761581421,23.88888888888889,20.70879815410963,1.0,64.0,1.5781819969415665,0.4019187279045582,-0.0505331726744771,0.033634685445576906,0.1470024046126056,0.64961805873447,0.3199039848827262,0.0,0.9859374761581421
40,81920,1720.8497240008478,55,0.5931615255676307,0.3498482320018809,0.0,0.971875011920929,27.545454545454547,22.582918182213678,2.0,64.0,1.5553995221853256,0.3859541118144989,0.01592108514159918,0.028355698799714446,0.1405855748051808,0.5931615255676307,0.3498482320018809,0.0,0.971875011920929
41,83968,739.855491255298,2,0.6635343337982473,0.3093066324348946,0.0,0.9859374761581421,23.225352112676056,20.54551606822811,1.0,64.0,1.5384580940008163,0.3820035830140114,-0.005819795525894733,0.026878788601607084,0.16825754121573946,0.6635343337982473,0.3093066324348946,0.0,0.9859374761581421
42,86016,1639.182248303462,4,0.5962837841865178,0.33880481155532427,0.0,0.9859374761581421,27.45945945945946,21.95092141708788,1.0,64.0,1.5961672812700272,0.3759520538151264,0.0014836322225164622,0.027338925981894135,0.11961936080882778,0.5962837841865178,0.33880481155532427,0.0,0.9859374761581421
43,88064,1562.215874052797,5,0.549788847968385,0.3679124432341109,0.0,0.9859374761581421,30.18918918918919,23.48126088727135,1.0,64.0,1.5951954275369644,0.34340833872556686,0.01803921110695228,0.0296381963416934,0.14769430363531622,0.549788847968385,0.3679124432341109,0.0,0.9859374761581421
44,90112,1571.082819374397,6,0.5920435888202566,0.36422219250255145,0.0,0.9859374761581421,27.513157894736842,23.519585019752903,1.0,64.0,1.5599670559167862,0.3460960052907467,0.016852448956342414,0.028472956735640764,0.16199442405565415,0.5920435888202566,0.36422219250255145,0.0,0.9859374761581421
45,92160,1512.568339819466,8,0.6630525907001844,0.30792587674372474,0.0,0.9859374761581421,23.353658536585368,20.644122739614797,1.0,64.0,1.583935335278511,0.3811553418636322,-0.023016458726488054,0.02668395871296525,0.14429960367472788,0.6630525907001844,0.30792587674372474,0.0,0.9859374761581421
46,94208,1387.739813766807,9,0.5714154425351059,0.34026380921043303,0.0,0.9859374761581421,29.11764705882353,21.972930814557145,1.0,64.0,1.6044881343841553,0.34587544947862625,0.013878109282813966,0.024429955752566457,0.13196454122352386,0.5714154425351059,0.34026380921043303,0.0,0.9859374761581421
47,96256,1364.031624178637,10,0.5967938300077017,0.3520416459115246,0.0,0.971875011920929,27.194805194805195,22.57457422822029,2.0,64.0,1.6195198446512222,0.36509237438440323,0.0015965886414051056,0.02899703080765903,0.1277357229680419,0.5967938300077017,0.3520416459115246,0.0,0.971875011920929
48,98304,1432.845265711418,12,0.6049310081190877,0.3166225705830314,0.0,0.971875011920929,27.07792207792208,20.633327116343406,2.0,64.0,1.5812013894319534,0.36874787881970406,-0.021820006135385484,0.027757370378822088,0.14729819411499648,0.6049310081190877,0.3166225705830314,0.0,0.971875011920929
49,100352,1345.9104992472871,13,0.6318384729229011,0.32409427322988565,0.0,0.9859374761581421,25.441558441558442,21.66719556853231,1.0,64.0,1.5739068686962128,0.38874341547489166,0.003907340724254027,0.026091812876984477,0.13323483925390006,0.6318384729229011,0.32409427322988565,0.0,0.9859374761581421
50,102400,1391.5871021087646,15,0.6731085531805691,0.3204938829019296,0.0,0.9859374761581421,22.347368421052632,20.952461692353214,1.0,64.0,1.5378167182207108,0.41457898169755936,-0.045420859940350056,0.029943294823169708,0.15922557603852233,0.6731085531805691,0.3204938829019296,0.0,0.9859374761581421
51,104448,1429.6525837880156,16,0.6348586305975914,0.3197627916259975,0.0,0.9859374761581421,25.11904761904762,21.116685324476723,1.0,64.0,1.5676976889371872,0.40284451097249985,0.0017181818839162588,0.027528555365279317,0.13083048128451624,0.6348586305975914,0.3197627916259975,0.0,0.9859374761581421
52,106496,1430.9443475019002,18,0.6677083325112003,0.3055687571492925,0.0,0.9859374761581421,23.057471264367816,20.532204209423064,1.0,64.0,1.5684241503477097,0.425970621407032,-0.01371274038683623,0.030401852447539568,0.14566492794957525,0.6677083325112003,0.3055687571492925,0.0,0.9859374761581421
53,108544,1447.0477713020446,19,0.6231584857617106,0.3613822209369555,0.0,0.9859374761581421,25.273809523809526,23.105529739331825,1.0,64.0,1.5555992126464844,0.3725580945611,0.01324042835040018,0.03270551166497171,0.1585890722696561,0.6231584857617106,0.3613822209369555,0.0,0.9859374761581421
54,110592,1537.676510496736,21,0.6590470680851995,0.30224489959522244,0.0,0.9859374761581421,23.54320987654321,20.015456609254247,1.0,64.0,1.5177533477544785,0.41176679730415344,0.00016904514632187784,0.027650931850075722,0.1761209603661319,0.6590470680851995,0.30224489959522244,0.0,0.9859374761581421
55,112640,1445.1889968293085,22,0.6614309229348835,0.31304206766873754,0.0,0.9859374761581421,23.25263157894737,20.573344236530733,1.0,64.0,1.4911726117134094,0.42934026941657066,-0.02080490963999182,0.03327588620595634,0.18227152253101703,0.6614309229348835,0.31304206766873754,0.0,0.9859374761581421
56,114688,1473.9644406373889,23,0.6699962796909469,0.31583339044517267,0.0,0.9859374761581421,22.535714285714285,20.528984404501653,1.0,64.0,1.4973937571048737,0.40202491730451584,0.008221636933740228,0.0269492759834975,0.1779971739003856,0.6699962796909469,0.31583339044517267,0.0,0.9859374761581421
57,116736,1602.6918322918557,25,0.5978487341300301,0.34286087250043257,0.0,0.971875011920929,27.463768115942027,22.468386621996363,2.0,64.0,1.5195673704147339,0.3776407763361931,0.021228083700407296,0.024870162131264806,0.14371289908688578,0.5978487341300301,0.34286087250043257,0.0,0.971875011920929
58,118784,1471.0761941068135,26,0.6141170060565305,0.3607617850289263,0.0,0.9859374761581421,26.03488372093023,23.31056636069245,1.0,64.0,1.538139060139656,0.3635728508234024,-0.005509068170795217,0.028860318241640925,0.1764484022344192,0.6141170060565305,0.3607617850289263,0.0,0.9859374761581421
59,120832,1497.0796428034887,27,0.6405478392118289,0.322782220770335,0.0,0.9859374761581421,24.419753086419753,20.72921490448487,1.0,64.0,1.4820608645677567,0.40111855790019035,-0.006965341628529131,0.029451903654262424,0.15854389283923784,0.6405478392118289,0.322782220770335,0.0,0.9859374761581421
60,122880,1503.239530705695,29,0.6362461430239089,0.33201085305646627,0.0,0.9859374761581421,24.901234567901234,21.816634800798166,1.0,64.0,1.4808551222085953,0.4080978222191334,0.0012194935698062181,0.027453984133899212,0.1628428730984579,0.6362461430239089,0.33201085305646627,0.0,0.9859374761581421
61,124928,1504.2174607179988,30,0.6603091031960819,0.3124386031920995,0.0,0.9859374761581421,23.22826086956522,20.304263452948238,1.0,64.0,1.463515281677246,0.4358816370368004,-0.011427343968534842,0.028227847767993808,0.16970524327911152,0.6603091031960819,0.3124386031920995,0.0,0.9859374761581421
62,126976,1633.9493106640637,31,0.716513481794619,0.29520488601776956,0.0,0.971875011920929,19.392156862745097,19.167556771869624,2.0,64.0,1.41310553252697,0.46252915263175964,-0.03508576564490795,0.03258681017905474,0.18202362217027862,0.716513481794619,0.29520488601776956,0.0,0.971875011920929
63,129024,1413.861377325441,33,0.6698131452208942,0.3203249973944749,0.0,0.971875011920929,22.45360824742268,20.672218828912573,2.0,64.0,1.5172207355499268,0.43791956827044487,-0.0032560236286371946,0.03109136503189802,0.17475544555729614,0.6698131452208942,0.3203249973944749,0.0,0.971875011920929
64,131072,1422.5799423974943,34,0.6467978388622955,0.3449833984968338,0.0,0.9859374761581421,23.97530864197531,22.44223053362774,1.0,64.0,1.5313893556594849,0.4285653792321682,0.04957062704488635,0.026912668719887733,0.1654810246021785,0.6467978388622955,0.3449833984968338,0.0,0.9859374761581421
65,133120,1470.4962272668367,36,0.5976241398347567,0.3652418188375795,0.0,0.9859374761581421,27.054794520547944,23.46836425591245,1.0,64.0,1.5893279761075974,0.37661997973918915,0.03295111400075257,0.02628894685767591,0.150332123426707,0.5976241398347567,0.3652418188375795,0.0,0.9859374761581421
66,135168,1436.8603128632428,37,0.62156613327043,0.3423764196926251,0.0,0.9859374761581421,25.91860465116279,22.60799154666181,1.0,64.0,1.5356131196022034,0.37580009177327156,-0.003540612990036607,0.029523911885917187,0.152918584451146,0.62156613327043,0.3423764196926251,0.0,0.9859374761581421
67,137216,1523.3173230695131,39,0.6685568814197284,0.35284739614354227,0.0,0.9859374761581421,22.370786516853933,22.862747297473522,1.0,64.0,1.4849403649568558,0.37629539147019386,-0.006770214939024299,0.034019629238173366,0.18590065523823762,0.6685568814197284,0.35284739614354227,0.0,0.9859374761581421
68,139264,1324.7710306303584,40,0.6600948039735302,0.3090675301040443,0.0,0.9859374761581421,23.292134831460675,20.149554458615132,1.0,64.0,1.454999104142189,0.40732700750231743,-0.03702255943790078,0.03200772707350552,0.2014024543968002,0.6600948039735302,0.3090675301040443,0.0,0.9859374761581421
69,141312,1400.5251262479483,42,0.6274199692941294,0.34649473831318356,0.0,0.971875011920929,25.28048780487805,22.49296604970687,2.0,64.0,1.5141406655311584,0.38499149680137634,-0.0021724850084865466,0.0332602309063077,0.20085392546922137,0.6274199692941294,0.34649473831318356,0.0,0.971875011920929
70,143360,1461.9945897278355,43,0.6678328820220802,0.32071233275746874,0.0,0.9859374761581421,22.847826086956523,21.251053571124366,1.0,64.0,1.5272453278303146,0.4103188067674637,-0.0027342347311787307,0.027059330604970455,0.14885791561389877,0.6678328820220802,0.32071233275746874,0.0,0.9859374761581421
71,145408,1479.4226232825692,44,0.6953983536133399,0.29948313676728155,0.0,0.9859374761581421,20.87912087912088,19.524476137861313,1.0,64.0,1.489577293395996,0.43231363967061043,-0.021304112975485623,0.02986960904672742,0.14616694923531584,0.6953983536133399,0.29948313676728155,0.0,0.9859374761581421
72,147456,1347.6387967925639,46,0.6132330252432528,0.3492986592094729,0.0,0.9859374761581421,26.098765432098766,22.41615650708025,1.0,64.0,1.5269890576601028,0.3863125406205654,0.015634006209438667,0.03177865082398057,0.16137656738482326,0.6132330252432528,0.3492986592094729,0.0,0.9859374761581421
73,149504,1456.519277662674,47,0.6708104402481855,0.30661709237847695,0.0,0.9859374761581421,22.54945054945055,19.96935219707018,1.0,64.0,1.46498541533947,0.42601125687360764,-0.008244363300036639,0.028951458167284727,0.15673672351107376,0.6708104402481855,0.30661709237847695,0.0,0.9859374761581421
74,151552,1351.7227660014744,49,0.7052083325506461,0.301435923274017,0.0,0.9859374761581421,20.1010101010101,19.45286712502135,1.0,64.0,1.4645360261201859,0.4643699452280998,-0.019704810896655545,0.03042788617312908,0.17168676764034088,0.7052083325506461,0.301435923274017,0.0,0.9859374761581421
75,153600,1531.5025869932185,50,0.6970961092496818,0.3059961057696592,0.0,0.971875011920929,20.80188679245283,20.12527736188608,2.0,64.0,1.4812160283327103,0.4812232181429863,-0.009921410004608333,0.030456247506663203,0.16846126030930175,0.6970961092496818,0.3059961057696592,0.0,0.971875011920929
76,155648,1474.032732355831,52,0.7132039869224632,0.28279730023576055,0.0,0.9859374761581421,19.76923076923077,18.57570013948385,1.0,64.0,1.53324393928051,0.45141854509711266,0.014533602632582188,0.023627939634025097,0.14635988503138372,0.7132039869224632,0.28279730023576055,0.0,0.9859374761581421
77,157696,1480.6242028225843,53,0.6743073454222728,0.32283817479383187,0.0,0.971875011920929,22.1340206185567,20.853256991021702,2.0,64.0,1.551424816250801,0.468679491430521,0.007485144422389567,0.031465170439332724,0.17198680033338973,0.6743073454222728,0.32283817479383187,0.0,0.971875011920929
78,159744,1536.113808480736,54,0.7111238511877322,0.28881616122915305,0.0,0.971875011920929,19.889908256880734,18.974797118273926,2.0,64.0,1.503718063235283,0.48254600167274475,-0.008039890846703202,0.033698647283017635,0.15971496764673815,0.7111238511877322,0.28881616122915305,0.0,0.971875011920929
79,161792,1510.2581580055016,56,0.7145991147768618,0.25631304167813634,0.0,0.971875011920929,20.151515151515152,17.849745286564314,2.0,64.0,1.5335521399974823,0.4807583838701248,0.008578855893574655,0.0239483539480716,0.14552090188617717,0.7145991147768618,0.25631304167813634,0.0,0.971875011920929
80,163840,1512.5294548425522,57,0.7356521754161172,0.2597710587960051,0.0,0.9859374761581421,18.36521739130435,17.287004636447783,1.0,64.0,1.4823015481233597,0.5368189960718155,-0.01110846412484534,0.023362579522654414,0.13417619582015944,0.7356521754161172,0.2597710587960051,0.0,0.9859374761581421
81,165888,1396.93358416532,58,0.6672426449901917,0.3214417804670286,0.0,0.9859374761581421,22.658823529411766,20.817160873933098,1.0,64.0,1.5087103098630905,0.46459177881479263,0.038311406038701534,0.025251171784475446,0.1837690932200461,0.6672426449901917,0.3214417804670286,0.0,0.9859374761581421
82,167936,1482.7086362135442,60,0.7036959134901946,0.30624601840475685,0.0,0.9859374761581421,20.25,19.932458067568703,1.0,64.0,1.4532131403684616,0.4845367446541786,0.008411077142227441,0.028700497932732105,0.14738901609977778,0.7036959134901946,0.30624601840475685,0.0,0.9859374761581421
83,169984,1461.8754101663912,61,0.7342905384731723,0.2913512931015177,0.0,0.9859374761581421,18.126126126126128,18.810633908940027,1.0,64.0,1.4450443536043167,0.48868971690535545,0.002011437783949077,0.03170616668649018,0.16862161269231896,0.7342905384731723,0.2913512931015177,0.0,0.9859374761581421
84,172032,1648.2697242206925,62,0.6301257613955474,0.3453185586300074,0.0,0.971875011920929,24.914634146341463,22.058791300672823,2.0,64.0,1.4909727573394775,0.43810515478253365,0.037795528303831816,0.029160079546272755,0.14678413279760172,0.6301257613955474,0.3453185586300074,0.0,0.971875011920929
85,174080,1363.4775691946327,64,0.6763077436581902,0.3399057279219286,0.0,0.9859374761581421,21.858695652173914,21.90025884388382,1.0,64.0,1.4488635957241058,0.40878089144825935,0.0026490523014217615,0.03346904506906867,0.19070650046546103,0.6763077436581902,0.3399057279219286,0.0,0.9859374761581421
86,176128,1495.4366363526528,65,0.705841121272506,0.29669435663366683,0.0,0.9859374761581421,20.186915887850468,19.40138295539032,1.0,64.0,1.427517145872116,0.4608704559504986,-0.0144669110304676,0.030833043856546283,0.18823871821259813,0.705841121272506,0.29669435663366683,0.0,0.9859374761581421
87,178176,1393.0833762694954,67,0.7283503596599286,0.27243656223118257,0.0,0.9859374761581421,18.701923076923077,17.764419824086303,1.0,64.0,1.4241187125444412,0.4669902101159096,-0.025592958612833172,0.03229482378810644,0.18802534217036468,0.7283503596599286,0.27243656223118257,0.0,0.9859374761581421
