update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
13,26624,1806.3579219281535,17,0.0,0.0,0.0,0.0,363.0625,295.66566184416814,5.0,720.0,1.9446855038404465,-0.007241297629661858,-0.0016696641978342086,1.0106823424393951e-05,0.0012072765407765557,0.0,0.0,0.0,0.0
14,28672,1733.7039852486703,18,0.061249999329447746,0.20124417363151204,0.0,0.8274999856948853,287.5625,248.90810773004162,5.0,720.0,1.9378731399774551,-5.6453151046298444e-05,-0.00872963375877589,0.0024011286004679278,0.0123820193339306,0.061249999329447746,0.20124417363151204,0.0,0.8274999856948853
15,30720,1669.3828370978947,19,0.1014843750745058,0.2446478720932124,0.0,0.8274999856948853,360.5625,227.09303400533886,5.0,720.0,1.9413482546806335,0.00600450427737087,-0.00173398747574538,0.001151525988461799,0.008463132775081334,0.1014843750745058,0.2446478720932124,0.0,0.8274999856948853
16,32768,1896.6648896613974,20,0.13109374977648258,0.2588310831361136,0.0,0.8274999856948853,374.5625,217.62696545637445,115.0,720.0,1.9371861964464188,0.0070787364966236055,-0.003697649692185223,0.0007555172123829834,0.0072654868428406,0.13109374977648258,0.2588310831361136,0.0,0.8274999856948853
17,34816,1620.0674496360762,22,0.07929687574505806,0.21734997303759915,0.0,0.7950000166893005,329.25,227.58034295606464,9.0,720.0,1.9350885599851608,0.011031549016479403,-0.0057582047884352505,0.002224860800197348,0.014095561520901842,0.07929687574505806,0.21734997303759915,0.0,0.7950000166893005
18,36864,1848.8472149670379,23,0.11046875081956387,0.2384798379429735,0.0,0.7950000166893005,318.375,236.822157694334,9.0,720.0,1.9334662854671478,0.01714538165833801,-0.0024355954155907966,0.0010308424571121577,0.01415318068097195,0.11046875081956387,0.2384798379429735,0.0,0.7950000166893005
19,38912,1764.7720852430443,24,0.14148437604308128,0.25386936301320956,0.0,0.7950000166893005,343.625,227.68780023312624,9.0,720.0,1.9363755285739899,0.02265566005371511,0.0030714016684214585,0.0004656845594581682,0.00530652018039012,0.14148437604308128,0.25386936301320956,0.0,0.7950000166893005
20,40960,1689.7993750252047,25,0.062187500298023224,0.16453325398029403,0.0,0.4987500011920929,333.5,265.03513917969445,1.0,720.0,1.9430180191993713,0.01931104576215148,0.004678538505686447,5.08994444317068e-05,0.0027286335135591443,0.062187500298023224,0.16453325398029403,0.0,0.4987500011920929
21,43008,1541.780246001078,26,0.06539062596857548,0.1814124937788767,0.0,0.6775000095367432,339.5625,275.525400088177,1.0,720.0,1.938609391450882,0.02469564531929791,-0.0050377812585793436,0.002122233148838859,0.010865079595388794,0.06539062596857548,0.1814124937788767,0.0,0.6775000095367432
22,45056,1592.047078988377,28,0.10968750156462193,0.2378034689933896,0.0,0.7087500095367432,348.0,271.4505019335938,14.0,720.0,1.9292872995138168,0.02728240075521171,-0.002179636590881273,0.0018447606162226293,0.01752064364659932,0.10968750156462193,0.2378034689933896,0.0,0.7087500095367432
23,47104,1721.496705883956,29,0.11914062686264515,0.23625650074010013,0.0,0.7087500095367432,308.5625,230.86954345203267,31.0,720.0,1.938385710120201,0.02120777266100049,0.003239751487853937,0.00012907931477457169,0.004293041474938187,0.11914062686264515,0.23625650074010013,0.0,0.7087500095367432
24,49152,1644.1818949886142,30,0.054375000298023224,0.17538740617627596,0.0,0.71875,315.8125,245.72169693323787,32.0,720.0,1.9313040971755981,0.021599157247692347,-0.002348954658373259,0.00196164322187542,0.010942399493601557,0.054375000298023224,0.17538740617627596,0.0,0.71875
25,51200,1805.6345880662411,31,0.11156250163912773,0.23564344571575355,0.0,0.71875,320.0625,259.9791983866209,13.0,720.0,1.9341576844453812,0.025253975531086326,-0.0027711719303624704,0.0016376756757381372,0.011618424188012929,0.11156250163912773,0.23564344571575355,0.0,0.71875
26,53248,1737.8934450772933,32,0.19242187961935997,0.2896932271794139,0.0,0.7200000286102295,301.125,235.68858558487725,13.0,720.0,1.934811145067215,0.02480057580396533,0.001272032968699932,0.0012821123345929664,0.010749900646473336,0.19242187961935997,0.2896932271794139,0.0,0.7200000286102295
27,55296,1711.5514848170878,34,0.1798437535762787,0.2741438704175171,0.0,0.7200000286102295,338.6875,250.06717066370388,13.0,720.0,1.9368722289800644,0.017423210781998932,-0.0027667724789353088,0.0016303003940265626,0.007392157254651107,0.1798437535762787,0.2741438704175171,0.0,0.7200000286102295
28,57344,1807.0871578026158,35,0.23664062842726707,0.3017856142438968,0.0,0.7862499952316284,318.75,216.0765200108517,43.0,720.0,1.926859825849533,0.026593795511871576,-0.004121560268686153,0.0023412947048200294,0.013061536882918163,0.23664062842726707,0.3017856142438968,0.0,0.7862499952316284
29,59392,1638.1047407188455,36,0.24898437410593033,0.2903278770156791,0.0,0.7862499952316284,313.0,209.39824497831876,43.0,720.0,1.9250314384698868,0.039777597412467,-0.007350630650762469,0.0026390304701635614,0.019868343430890584,0.24898437410593033,0.2903278770156791,0.0,0.7862499952316284
30,61440,1736.8645518410501,37,0.1861718725413084,0.31358762391522804,0.0,0.9212499856948853,334.3125,264.6832349125082,2.0,720.0,1.9120274037122726,0.06154887890443206,-0.014179469319060445,0.0070219788467511535,0.03307928166167422,0.1861718725413084,0.31358762391522804,0.0,0.9212499856948853
31,63488,1729.4706032052832,38,0.33882812038064003,0.3876190460364547,0.0,0.9212499856948853,218.875,207.58639014877636,2.0,720.0,1.9090632200241089,0.07338609453290701,-0.013793382910080254,0.006634528050199151,0.034719337902719694,0.33882812038064003,0.3876190460364547,0.0,0.9212499856948853
32,65536,1600.982326996141,40,0.27492187172174454,0.3628420939092637,0.0,0.887499988079071,248.25,227.8235336834191,4.0,720.0,1.9127982258796692,0.07714993041008711,0.00531269537168555,0.003233494993764907,0.029543185106042896,0.27492187172174454,0.3628420939092637,0.0,0.887499988079071
33,67584,1792.7683041159269,41,0.24976561963558197,0.33192448888226006,0.0,0.887499988079071,175.875,166.4417597089144,4.0,605.0,1.912607654929161,0.07626317907124758,0.000556960454559885,0.003975985833676532,0.0257811760662808,0.24976561963558197,0.33192448888226006,0.0,0.887499988079071
34,69632,1634.506773264974,42,0.28101562336087227,0.307764498719924,0.0,0.9212499856948853,205.0,183.83688422076784,1.0,595.0,1.9071243852376938,0.0801587188616395,-0.012925623334012926,0.00544071604963392,0.030054258707011006,0.28101562336087227,0.307764498719924,0.0,0.9212499856948853
35,71680,1825.023836395034,43,0.22281249798834324,0.3274065021616935,0.0,0.9449999928474426,213.0,218.52774423399882,1.0,720.0,1.9089485555887222,0.07851362507790327,0.004658597230445594,0.0028354653186397627,0.02192537701885344,0.22281249798834324,0.3274065021616935,0.0,0.9449999928474426
36,73728,1775.251563121937,44,0.15718749910593033,0.30483746073162943,0.0,0.9449999928474426,171.375,160.91413665368248,22.0,557.0,1.916983038187027,0.07172801159322262,0.005765963913290761,0.002776487614028156,0.021322423796703762,0.15718749910593033,0.30483746073162943,0.0,0.9449999928474426
37,75776,1684.932254419254,46,0.21046874672174454,0.3366864793542797,0.0,0.8924999833106995,180.125,158.43487423859685,10.0,588.0,1.9246808588504791,0.08262224029749632,-0.003953613428166136,0.005617819871986285,0.023750482363905798,0.21046874672174454,0.3366864793542797,0.0,0.8924999833106995
38,77824,1885.998035824575,47,0.2110937461256981,0.3372750575784423,0.0,0.8924999833106995,215.25,240.85304129281823,8.0,720.0,1.9293915331363678,0.07356820534914732,0.00046392687363550067,0.003640472103143111,0.019899684922197798,0.2110937461256981,0.3372750575784423,0.0,0.8924999833106995
39,79872,1642.9724125808655,48,0.24546875059604645,0.3421482239453173,0.0,0.8287500143051147,338.0,264.4345382131464,8.0,720.0,1.923231601715088,0.08122145012021065,-0.0024526631605112925,0.004351355426479131,0.02092012219789757,0.24546875059604645,0.3421482239453173,0.0,0.8287500143051147
40,81920,1464.6454392060095,49,0.2394531276077032,0.3248394982588472,0.0,0.8287500143051147,293.375,251.8858558454603,2.0,720.0,1.9169054180383682,0.07516499701887369,0.007627819548361003,0.0014894531050231308,0.013521100690431912,0.2394531276077032,0.3248394982588472,0.0,0.8287500143051147
